problem_number,pass_num,total_num,accuracy
099,4,8
100,6,8
101,9,10
102,8,8,1
103,9,9,1
104,8,9
105,8,9
106,5,10
107,3,10
108,4,5
109,9,10
110,10,10,1
111,6,9
112,7,10
113,7,10
114,10,10,1
115,10,10,1
116,9,10
117,7,10
118,8,10
119,2,10
120,7,10
121,8,8,1
122,6,10
123,0,10,0
124,9,10
125,9,9,1
126,6,10
127,4,5
128,7,10
129,9,10
130,8,9
131,2,10
132,10,10,1
133,10,10,1
134,6,8
135,7,9
136,9,9,1
137,4,8
138,0,10,0
139,2,8
140,10,10,1
141,5,10
142,10,10,1
143,7,8
144,9,10
145,8,10
146,0,10,0
147,0,9,0
148,6,6,1
149,8,8,1
150,7,8
151,8,10
152,4,4,1
153,8,9
154,0,5,0
155,7,10
156,6,6,1
157,6,10
158,7,8
159,2,10
160,5,10
161,9,10
162,4,9
163,8,8,1
164,7,10
165,3,10
166,7,10
167,7,8
168,6,6,1
169,5,8
170,7,10
171,3,3,1
172,6,8
173,10,10,1
174,10,10,1
175,9,9,1
176,5,9
177,9,10
178,2,2,1
179,9,9,1
180,0,8,0
181,6,9
182,0,10,0
183,0,9,0
184,8,8,1
185,4,10
186,8,10
187,7,8
188,8,10
189,6,10
190,10,10,1
191,5,10
192,2,9
193,8,10
194,5,10
195,6,10
196,5,6
197,5,10
198,1,10
199,7,10
200,7,8
201,9,10
202,4,9
203,8,10
204,7,10
205,6,7
206,8,8,1
207,0,10,0
208,5,9
209,7,9
210,7,9
211,4,10
212,7,9
213,0,8,0
214,5,5,1
215,5,7
216,9,10
217,4,10
218,9,10
219,8,8,1
220,7,8
221,2,9
222,7,7,1
223,4,8
224,8,10
225,0,10,0
226,8,10
227,1,10
228,0,10,0
229,0,6,0
230,0,10,0
231,6,8
232,0,10,0
233,4,8
234,0,10,0
235,0,10,0
236,1,7
237,5,9
238,0,10,0
239,4,5
240,4,4,1
241,0,10,0
242,8,8,1
243,8,10
244,3,10
245,4,9
246,0,10,0
247,0,10,0
248,5,8
249,4,10
250,3,10
251,0,10,0
252,1,10
253,0,10,0
254,8,10
255,0,10,0
256,0,10,0
257,0,10,0
258,0,10,0
259,0,10,0
260,0,10,0
261,5,10
262,4,10
263,0,10,0
264,0,5,0
265,0,10,0
266,1,7
267,0,10,0
268,7,7,1
269,2,9
270,0,10,0
271,1,9
272,0,10,0
273,0,10,0
274,1,10
275,7,7,1
276,0,10,0
277,0,8,0
278,0,9,0
279,7,7,1
280,6,9
281,0,10,0
282,8,10
283,9,9,1
284,8,9
285,4,10
286,5,5,1
287,1,8
