problem_number,pass_num,total_num,accuracy
099,0,9,0
100,6,10
101,0,9,0
102,7,10
103,0,10,0
104,8,10
105,6,10
106,4,10
107,7,10
108,0,10,0
109,2,10
110,1,9
111,1,10
112,6,10
113,2,10
114,0,10,0
115,8,9
116,4,10
117,5,10
118,0,9,0
119,3,10
120,8,10
121,5,10
122,9,10
123,5,10
124,3,9
125,5,9
126,0,9,0
127,8,10
128,2,10
129,1,10
130,0,10,0
131,0,7,0
132,4,8
133,7,10
134,0,9,0
135,7,9
136,6,10
137,1,10
138,0,9,0
139,6,9
140,4,10
141,4,10
142,7,10
143,8,10
144,1,10
145,0,7,0
146,0,6,0
147,1,9
148,3,8
149,6,10
150,0,10,0
151,3,10
152,7,10
153,7,9
154,0,6,0
155,0,9,0
156,3,10
157,1,9
158,1,9
159,0,7,0
160,3,10
161,5,9
162,3,8
163,8,10
164,3,7
165,0,8,0
166,2,10
167,5,10
168,0,10,0
169,0,6,0
170,1,9
171,6,10
172,2,9
173,0,7,0
174,3,10
175,7,10
176,1,10
177,4,10
178,4,10
179,2,9
180,4,9
181,5,10
182,1,10
183,0,9,0
184,1,10
185,0,10,0
186,5,10
187,0,10,0
188,2,10
189,5,9
190,7,10
191,3,10
192,1,9
193,0,10,0
194,1,10
195,0,10,0
196,0,10,0
197,0,10,0
198,0,7,0
199,4,10
200,6,10
201,5,10
202,1,10
203,4,10
204,0,10,0
205,0,10,0
206,0,10,0
207,0,10,0
208,1,10
209,9,9,1
210,2,10
211,6,10
212,5,10
213,2,7
214,0,10,0
215,1,10
216,0,10,0
217,7,9
218,0,9,0
219,1,10
220,1,10
221,0,10,0
222,1,10
223,0,10,0
224,4,10
225,0,9,0
226,0,9,0
227,0,10,0
228,0,10,0
229,0,10,0
230,0,7,0
231,2,10
232,0,8,0
233,1,10
234,0,10,0
235,0,10,0
236,0,7,0
237,0,10,0
238,0,9,0
239,0,9,0
240,0,10,0
241,0,10,0
242,0,10,0
243,0,10,0
244,5,9
245,0,10,0
246,0,10,0
247,6,10
248,0,10,0
249,0,10,0
250,0,7,0
251,0,10,0
252,0,10,0
253,0,10,0
254,0,10,0
255,0,10,0
256,0,10,0
257,0,10,0
258,8,8,1
259,0,10,0
260,0,9,0
261,4,10
262,0,9,0
263,0,10,0
264,0,7,0
265,2,10
266,0,10,0
267,0,10,0
268,0,10,0
269,0,8,0
270,1,10
271,0,9,0
272,0,10,0
273,0,10,0
274,0,10,0
275,0,10,0
276,0,10,0
277,0,10,0
278,0,10,0
279,0,8,0
280,4,8
281,5,9
282,0,10,0
283,0,10,0
284,9,10
285,1,10
286,0,9,0
287,0,9,0
