problem_number,pass_num,total_num,accuracy
099,6,7
100,8,8,1
101,5,7
102,3,9
103,10,10,1
104,2,6
105,2,3
106,5,10
107,4,4,1
108,5,10
109,6,6,1
110,1,10
111,7,8
112,4,4,1
113,8,8,1
114,5,5,1
115,8,8,1
116,5,7
117,0,5,0
118,2,2,1
119,10,10,1
120,6,8
121,5,5,1
122,7,8
123,6,6,1
124,7,7,1
125,8,9
126,5,5,1
127,7,9
128,4,6
129,6,8
130,2,3
131,2,9
132,6,9
133,4,5
134,3,7
135,8,9
136,4,8
137,5,5,1
138,6,7
139,5,5,1
140,3,4
141,7,9
142,0,9,0
143,3,7
144,7,9
145,2,2,1
146,7,10
147,8,8,1
148,6,6,1
149,5,7
150,5,5,1
151,3,4
152,8,8,1
153,8,8,1
154,8,8,1
155,8,9
156,3,7
157,5,5,1
158,8,9
159,4,5
160,7,8
161,7,10
162,6,9
163,0,8,0
164,8,9
165,7,10
166,6,6,1
167,7,8
168,7,7,1
169,1,1,1
170,7,8
171,3,3,1
172,2,2,1
173,5,10
174,5,7
175,5,10
176,8,10
177,7,7,1
178,3,3,1
179,5,10
180,4,4,1
181,3,5
182,3,5
183,3,4
184,4,5
185,7,10
186,6,6,1
187,4,6
188,3,8
189,8,9
190,6,7
191,7,10
192,8,8,1
193,0,7,0
194,2,6
195,4,5
196,4,7
197,3,4
198,4,5
199,4,5
200,6,9
201,4,10
202,4,8
203,7,9
204,2,6
205,0,3,0
206,4,7
207,5,8
208,7,9
209,9,9,1
210,4,7
211,0,6,0
212,8,8,1
213,4,6
214,7,9
215,3,3,1
216,8,10
217,4,8
218,7,9
219,6,7
220,7,9
221,5,5,1
222,6,7
223,6,10
224,5,9
225,0,5,0
226,0,10,0
227,0,10,0
228,0,8,0
229,1,10
230,0,8,0
231,0,7,0
232,7,7,1
233,0,10,0
234,2,2,1
235,0,8,0
236,3,9
237,9,10
238,7,8
239,0,8,0
240,0,8,0
241,3,8
242,0,10,0
243,2,10
244,5,5,1
245,1,8
246,5,9
247,0,6,0
248,3,9
249,0,9,0
250,0,9,0
251,0,2,0
252,5,5,1
253,2,8
254,1,7
255,6,6,1
256,3,3,1
257,0,9,0
258,6,10
259,0,10,0
260,8,9
261,6,10
262,5,8
263,3,10
264,6,6,1
265,0,9,0
266,7,8
267,6,10
268,6,10
269,3,4
270,1,9
271,6,7
272,3,3,1
273,4,4,1
274,3,6
275,2,4
276,4,9
277,6,8
278,4,9
279,0,10,0
280,8,10
281,5,6
282,6,8
283,3,4
284,6,8
285,0,9,0
286,0,10,0
287,8,9
